305707,inter_comp,306288,inter_comp
305823,intra_coop,306549,intra_coop
305815,inter_comp,306109,inter_coop
306387,intra_coop,306485,intra_coop
306021,inter_comp,306073,inter_comp
306362,intra_coop,306565,intra_coop
306280,intra_comp,306558,intra_comp
305923,intra_coop,306502,intra_coop
306354,intra_coop,306530,intra_coop
306258,intra_coop,306564,intra_coop
305823,inter_comp,306443,inter_comp
305939,inter_comp,306009,inter_coop
306363,inter_comp,306511,inter_comp
305995,inter_comp,306416,inter_comp
306309,inter_comp,306503,inter_comp
305064,intra_comp,306385,intra_comp
305346,inter_comp,306423,inter_comp
305836,intra_coop,306398,intra_coop
306079,inter_comp,306442,inter_comp
306418,intra_comp,306542,intra_comp
305954,intra_coop,306129,intra_coop
306487,inter_comp,306597,inter_comp
306198,intra_coop,306586,intra_coop
305819,intra_comp,306370,intra_comp
306367,inter_comp,306508,inter_comp
304059,intra_coop,304979,intra_coop
306426,inter_comp,306564,inter_comp
306347,intra_coop,306354,intra_coop
306336,inter_coop,306604,inter_comp
305945,intra_coop,306409,intra_coop
305850,intra_comp,306301,intra_comp
305537,intra_coop,305846,intra_coop
306084,inter_comp,306105,inter_coop
305179,intra_coop,306510,intra_coop
306120,intra_coop,306541,intra_coop
306179,inter_comp,306561,inter_comp
306091,intra_coop,306183,intra_coop
306514,intra_comp,306550,intra_comp
305826,intra_coop,306600,intra_coop
305607,intra_coop,306335,intra_coop
306274,inter_coop,306544,inter_comp
306504,inter_coop,306528,inter_comp
305651,inter_comp,306306,inter_comp
306428,inter_comp,306596,inter_coop
305998,inter_comp,306513,inter_coop
306258,inter_comp,306420,inter_comp
305527,intra_coop,306318,intra_coop
306109,intra_comp,306286,intra_comp
306122,intra_coop,306249,intra_coop
305878,intra_comp,306144,intra_comp
305673,intra_coop,306505,intra_coop
306018,inter_comp,306041,inter_comp
305893,intra_comp,306438,intra_comp
306170,intra_coop,306282,intra_coop
304059,intra_coop,306154,intra_coop
305523,intra_coop,306122,intra_coop
305428,intra_coop,306457,intra_coop
306014,intra_coop,306122,intra_coop
305846,intra_coop,306207,intra_coop
305796,intra_coop,306575,intra_coop
305932,intra_coop,306248,intra_coop
305846,intra_coop,305939,intra_coop
305536,intra_coop,306394,intra_coop
305500,inter_comp,306535,inter_comp
306091,intra_coop,306493,intra_coop
305201,intra_coop,305526,intra_coop
306557,inter_coop,306576,inter_comp
306453,inter_comp,306556,inter_comp
306258,intra_coop,306547,intra_coop
305451,intra_coop,306230,intra_coop
306380,intra_coop,306444,intra_coop
306369,inter_comp,306579,inter_comp
306205,inter_comp,306282,inter_comp
306512,intra_coop,306525,intra_coop
305815,inter_comp,306460,inter_coop
306081,intra_coop,306361,intra_coop
306293,inter_coop,306578,inter_comp
305126,inter_comp,305867,inter_comp
306391,inter_comp,306476,inter_comp
