"-1",-1,15,0,None,0.12,-1
"-1",-1,28,7,None,0.12,-1
"-1",-1,4,5,None,0.12,-1
"-1",-1,13,0,None,0.12,-1
"-1",-1,1,9,None,0.12,-1
"-1",-1,4,0,None,0.12,-1
"-1",-1,13,19,None,0.12,-1
"-1",-1,18,16,None,0.12,-1
"-1",-1,34,16,None,0.12,-1
"-1",-1,16,0,None,0.12,-1
"-1",-1,31,6,None,0.12,-1
"-1",-1,10,6,None,0.12,-1
"-1",-1,13,5,None,0.12,-1
"-1",-1,17,15,None,0.12,-1
"-1",-1,13,20,None,0.12,-1
"-1",-1,1,14,None,0.12,-1
"-1",-1,5,11,None,0.12,-1
"-1",-1,11,19,None,0.12,-1
"-1",-1,8,2,None,0.12,-1
"-1",-1,20,13,None,0.12,-1
"-1",-1,33,14,None,0.12,-1
"-1",-1,14,18,None,0.12,-1
"-1",-1,16,17,None,0.12,-1
"-1",-1,2,18,None,0.12,-1
"-1",-1,15,3,None,0.12,-1
"-1",-1,19,12,None,0.12,-1
"-1",-1,6,10,None,0.12,-1
"-1",-1,30,15,None,0.12,-1
"-1",-1,34,17,None,0.12,-1
"-1",-1,5,13,None,0.12,-1
"-1",-1,14,17,None,0.12,-1
"-1",-1,5,5,None,0.12,-1
"-1",-1,4,2,None,0.12,-1
"-1",-1,23,2,None,0.12,-1
"-1",-1,11,20,None,0.12,-1
"-1",-1,11,5,None,0.12,-1
"-1",-1,30,12,None,0.12,-1
"-1",-1,9,19,None,0.12,-1
"-1",-1,14,16,None,0.12,-1
"-1",-1,30,9,None,0.12,-1
"-1",-1,28,9,None,0.12,-1
"-1",-1,7,6,None,0.12,-1
"-1",-1,13,1,None,0.12,-1
"-1",-1,7,11,None,0.12,-1
"-1",-1,17,6,None,0.12,-1
"-1",-1,18,11,None,0.12,-1
