"-1",-1,5,1,None,0.12,-1
"-1",-1,22,13,None,0.12,-1
"-1",-1,16,8,None,0.12,-1
"-1",-1,30,7,None,0.12,-1
"-1",-1,21,0,None,0.12,-1
"-1",-1,11,6,None,0.12,-1
"-1",-1,6,5,None,0.12,-1
"-1",-1,17,2,None,0.12,-1
"-1",-1,10,3,None,0.12,-1
"-1",-1,0,17,None,0.12,-1
"-1",-1,19,2,None,0.12,-1
"-1",-1,15,20,None,0.12,-1
"-1",-1,24,12,None,0.12,-1
"-1",-1,29,12,None,0.12,-1
"-1",-1,4,1,None,0.12,-1
"-1",-1,15,13,None,0.12,-1
"-1",-1,1,11,None,0.12,-1
"-1",-1,0,18,None,0.12,-1
"-1",-1,14,20,None,0.12,-1
"-1",-1,24,15,None,0.12,-1
"-1",-1,5,0,None,0.12,-1
"-1",-1,31,8,None,0.12,-1
"-1",-1,25,5,None,0.12,-1
"-1",-1,17,19,None,0.12,-1
"-1",-1,26,15,None,0.12,-1
"-1",-1,20,2,None,0.12,-1
"-1",-1,24,11,None,0.12,-1
"-1",-1,2,19,None,0.12,-1
"-1",-1,0,15,None,0.12,-1
"-1",-1,7,10,None,0.12,-1
"-1",-1,4,18,None,0.12,-1
"-1",-1,20,14,None,0.12,-1
"-1",-1,18,3,None,0.12,-1
"-1",-1,2,3,None,0.12,-1
"-1",-1,28,13,None,0.12,-1
"-1",-1,12,5,None,0.12,-1
"-1",-1,27,9,None,0.12,-1
"-1",-1,27,17,None,0.12,-1
"-1",-1,22,19,None,0.12,-1
"-1",-1,18,15,None,0.12,-1
"-1",-1,3,18,None,0.12,-1
"-1",-1,34,18,None,0.12,-1
"-1",-1,24,19,None,0.12,-1
"-1",-1,14,0,None,0.12,-1
"-1",-1,9,9,None,0.12,-1
"-1",-1,6,6,None,0.12,-1
"-1",-1,25,19,None,0.12,-1
"-1",-1,11,18,None,0.12,-1
"-1",-1,0,8,None,0.12,-1
"-1",-1,19,0,None,0.12,-1
"-1",-1,1,20,None,0.12,-1
"-1",-1,17,16,None,0.12,-1
"-1",-1,34,10,None,0.12,-1
"-1",-1,23,7,None,0.12,-1
"-1",-1,19,14,None,0.12,-1
"-1",-1,17,0,None,0.12,-1
"-1",-1,23,12,None,0.12,-1
"-1",-1,32,12,None,0.12,-1
"-1",-1,22,7,None,0.12,-1
"-1",-1,12,20,None,0.12,-1
"-1",-1,33,9,None,0.12,-1
"-1",-1,22,14,None,0.12,-1
"-1",-1,25,20,None,0.12,-1
"-1",-1,23,20,None,0.12,-1
"-1",-1,1,6,None,0.12,-1
"-1",-1,17,18,None,0.12,-1
"-1",-1,25,6,None,0.12,-1
"-1",-1,18,19,None,0.12,-1
"-1",-1,18,10,None,0.12,-1
"-1",-1,4,19,None,0.12,-1
"-1",-1,20,9,None,0.12,-1
"-1",-1,20,4,None,0.12,-1
"-1",-1,25,17,None,0.12,-1
"-1",-1,22,6,None,0.12,-1
"-1",-1,18,5,None,0.12,-1
"-1",-1,30,5,None,0.12,-1
"-1",-1,16,14,None,0.12,-1
"-1",-1,1,3,None,0.12,-1
"-1",-1,32,2,None,0.12,-1
"-1",-1,20,15,None,0.12,-1
"-1",-1,17,4,None,0.12,-1
"-1",-1,19,15,None,0.12,-1
"-1",-1,13,6,None,0.12,-1
"-1",-1,3,13,None,0.12,-1
"-1",-1,3,20,None,0.12,-1
"-1",-1,27,6,None,0.12,-1
"-1",-1,5,2,None,0.12,-1
"-1",-1,10,9,None,0.12,-1
"-1",-1,0,16,None,0.12,-1
"-1",-1,23,19,None,0.12,-1
"-1",-1,1,4,None,0.12,-1
"-1",-1,0,14,None,0.12,-1
"-1",-1,29,9,None,0.12,-1
"-1",-1,4,20,None,0.12,-1
"-1",-1,8,19,None,0.12,-1
"-1",-1,17,17,None,0.12,-1
"-1",-1,19,16,None,0.12,-1
"-1",-1,24,9,None,0.12,-1
"-1",-1,12,19,None,0.12,-1
"-1",-1,1,8,None,0.12,-1
"-1",-1,5,10,None,0.12,-1
"-1",-1,23,11,None,0.12,-1
"-1",-1,0,11,None,0.12,-1
"-1",-1,0,19,None,0.12,-1
"-1",-1,8,11,None,0.12,-1
"-1",-1,30,8,None,0.12,-1
"-1",-1,33,12,None,0.12,-1
"-1",-1,20,12,None,0.12,-1
"-1",-1,2,20,None,0.12,-1
"-1",-1,16,3,None,0.12,-1
"-1",-1,11,11,None,0.12,-1
"-1",-1,11,3,None,0.12,-1
"-1",-1,24,20,None,0.12,-1
"-1",-1,12,2,None,0.12,-1
"-1",-1,27,14,None,0.12,-1
"-1",-1,29,5,None,0.12,-1
"-1",-1,14,9,None,0.12,-1
"-1",-1,19,9,None,0.12,-1
"-1",-1,13,18,None,0.12,-1
"-1",-1,18,14,None,0.12,-1
"-1",-1,26,6,None,0.12,-1
"-1",-1,0,10,None,0.12,-1
"-1",-1,20,11,None,0.12,-1
"-1",-1,1,10,None,0.12,-1
"-1",-1,22,17,None,0.12,-1
"-1",-1,21,14,None,0.12,-1
"-1",-1,28,4,None,0.12,-1
"-1",-1,18,12,None,0.12,-1
"-1",-1,33,18,None,0.12,-1
"-1",-1,3,19,None,0.12,-1
"-1",-1,1,12,None,0.12,-1
"-1",-1,34,11,None,0.12,-1
"-1",-1,34,9,None,0.12,-1
"-1",-1,7,15,None,0.12,-1
"-1",-1,19,13,None,0.12,-1
"-1",-1,12,18,None,0.12,-1
"-1",-1,0,4,None,0.12,-1
"-1",-1,33,16,None,0.12,-1
"-1",-1,19,3,None,0.12,-1
"-1",-1,10,5,None,0.12,-1
"-1",-1,11,4,None,0.12,-1
"-1",-1,15,14,None,0.12,-1
"-1",-1,24,16,None,0.12,-1
"-1",-1,5,18,None,0.12,-1
"-1",-1,24,14,None,0.12,-1
"-1",-1,28,14,None,0.12,-1
"-1",-1,31,7,None,0.12,-1
"-1",-1,32,6,None,0.12,-1
"-1",-1,8,10,None,0.12,-1
"-1",-1,34,3,None,0.12,-1
"-1",-1,2,0,None,0.12,-1
"-1",-1,7,9,None,0.12,-1
"-1",-1,16,2,None,0.12,-1
"-1",-1,21,2,None,0.12,-1
"-1",-1,17,5,None,0.12,-1
"-1",-1,1,0,None,0.12,-1
"-1",-1,4,13,None,0.12,-1
"-1",-1,24,6,None,0.12,-1
"-1",-1,9,14,None,0.12,-1
"-1",-1,26,5,None,0.12,-1
"-1",-1,24,8,None,0.12,-1
"-1",-1,0,5,None,0.12,-1
"-1",-1,17,3,None,0.12,-1
"-1",-1,1,5,None,0.12,-1
"-1",-1,12,6,None,0.12,-1
"-1",-1,30,6,None,0.12,-1
"-1",-1,0,20,None,0.12,-1
"-1",-1,10,11,None,0.12,-1
"-1",-1,0,9,None,0.12,-1
"-1",-1,21,13,None,0.12,-1
